name,url,letter
cannabigerol (cbg),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1602/cannabigerol-cbg,c
cannabinol (cbn),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1611/cannabinol-cbn,c
cannabis,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-947/cannabis,c
canola  oil,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1563/canola-oil,c
canthaxanthin,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-846/canthaxanthin,c
capers,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-727/capers,c
caprylic acid,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1465/caprylic-acid,c
capsicum,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-945/capsicum,c
caralluma,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1160/caralluma,c
caraway,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-204/caraway,c
carbon 60 (c60),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1625/carbon-60-c60,c
cardamom,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-614/cardamom,c
cardarine - [fast facts],https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1648/cardarine-%5bfast-facts%5d,c
carlina,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-100/carlina,c
carnosine,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1038/carnosine,c
carob,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-321/carob,c
carqueja,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1127/carqueja,c
carrageenan,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-710/carrageenan,c
carrot,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1472/carrot,c
cascara sagrada,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-773/cascara-sagrada,c
cascarilla,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-181/cascarilla,c
casein peptides,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1107/casein-peptides,c
casein protein,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1575/casein-protein,c
cashew,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-10/cashew,c
cassava,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1473/cassava,c
cassia auriculata,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1094/cassia-auriculata,c
cassia cinnamon,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1002/cassia-cinnamon,c
cassia nomame,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1504/cassia-nomame,c
cassie absolute,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-612/cassie-absolute,c
castor bean,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-897/castor-bean,c
castoreum,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-315/castoreum,c
cat's claw,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-395/cats-claw,c
cat's foot,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-53/cats-foot,c
catechu,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-394/catechu,c
catnip,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-831/catnip,c
catuaba,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-396/catuaba,c
cauliflower,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1478/cauliflower,c
celery,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-882/celery,c
centaury,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-399/centaury,c
cereus,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-711/cereus,c
cesium,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1064/cesium,c
cetylated fatty acids (cfas),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-400/cetylated-fatty-acids-cfas,c
ceylon cinnamon,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-330/ceylon-cinnamon,c
ceylon leadwort,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1612/ceylon-leadwort,c
cha de bugre,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1124/cha-de-bugre,c
chaga,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1474/chaga,c
chanca piedra,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-441/chanca-piedra,c
chaparral,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-791/chaparral,c
chaulmoogra,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-621/chaulmoogra,c
cheken,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-401/cheken,c
chelation therapy products,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1032/chelation-therapy-products,c
chenopodium oil,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-898/chenopodium-oil,c
chervil,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-250/chervil,c
chia,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1224/chia,c
chickweed,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-622/chickweed,c
chicory,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-92/chicory,c
chinese cucumber,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-112/chinese-cucumber,c
chinese mallow,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1150/chinese-mallow,c
chinese prickly ash,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1121/chinese-prickly-ash,c
chirata,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-624/chirata,c
chitosan,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-625/chitosan,c
chive,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-403/chive,c
chlorella,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-907/chlorella,c
chlorine dioxide,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1622/chlorine-dioxide,c
chlorophyll,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-712/chlorophyll,c
chlorophyllin,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-626/chlorophyllin,c
chokeberry,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1558/chokeberry,c
choline,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-436/choline,c
chondroitin sulfate,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-744/chondroitin-sulfate,c
chromium,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-932/chromium,c
chrysanthemum,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-904/chrysanthemum,c
chrysin,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1047/chrysin,c
chuchuhuasi,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1475/chuchuhuasi,c
chymotrypsin,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-405/chymotrypsin,c
cilantro,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1533/cilantro,c
cinchona,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-406/cinchona,c
cissus quadrangularis,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1166/cissus-quadrangularis,c
cistanche deserticola,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1592/cistanche-deserticola,c
citicoline,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1090/citicoline,c
citric acid,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1688/citric-acid,c
citronella oil,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-627/citronella-oil,c
clary sage,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-407/clary-sage,c
clay,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1476/clay,c
clematis recta,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-628/clematis-recta,c
clivers,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-159/clivers,c
clove,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-251/clove,c
clown's mustard plant,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1036/clowns-mustard-plant,c
clubmoss,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-18/clubmoss,c
cnidium,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1098/cnidium,c
cobalt,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1613/cobalt,c
coca,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-748/coca,c
cocillana,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-408/cocillana,c
cocoa,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-812/cocoa,c
coconut,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1492/coconut,c
coconut oil,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1092/coconut-oil,c
coconut water,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1261/coconut-water,c
cod liver oil,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1040/cod-liver-oil,c
codonopsis,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-630/codonopsis,c
coenzyme q10,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-938/coenzyme-q10,c
coffee,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-980/coffee,c
coffee charcoal,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-33/coffee-charcoal,c
cola nut,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-937/cola-nut,c
coleus,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1044/coleus,c
collagen peptides,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1606/collagen-peptides,c
collagen type i (native),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1610/collagen-type-i-native,c
collagen type ii (native),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-714/collagen-type-ii-native,c
collard,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1483/collard,c
colloidal minerals,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-409/colloidal-minerals,c
colloidal silver,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-779/colloidal-silver,c
colocynth,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-798/colocynth,c
coltsfoot,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-730/coltsfoot,c
columbine,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-176/columbine,c
combretum micranthum,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-495/combretum-micranthum,c
comfrey,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-295/comfrey,c
common stonecrop,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-13/common-stonecrop,c
condurango,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-631/condurango,c
conjugated linoleic acid (cla),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-826/conjugated-linoleic-acid-cla,c
copaiba balsam,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-412/copaiba-balsam,c
copper,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-902/copper,c
coral,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-438/coral,c
cordyceps,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-602/cordyceps,c
coriander,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-117/coriander,c
corkwood tree,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-461/corkwood-tree,c
corn poppy,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-525/corn-poppy,c
corn silk,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-140/corn-silk,c
cornflower,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-414/cornflower,c
corydalis yanhusuo,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-415/corydalis-yanhusuo,c
costus,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-855/costus,c
cotton,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-416/cotton,c
couch grass,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1490/couch-grass,c
cowhage,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1020/cowhage,c
cowslip,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-165/cowslip,c
cranberry,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-958/cranberry,c
creatine,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-873/creatine,c
croton seeds,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-462/croton-seeds,c
cubebs,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-518/cubebs,c
cucumber,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1639/cucumber,c
cudweed,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-634/cudweed,c
cumin,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-635/cumin,c
cursed buttercup,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-55/cursed-buttercup,c
cyanostane [fast facts],https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1661/cyanostane-%5bfast-facts%5d,c
cyclamen,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-420/cyclamen,c
cypress,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-421/cypress,c
d-mannose,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1114/d-mannose,d
daffodil,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-79/daffodil,d
damiana,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-703/damiana,d
dandelion,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-706/dandelion,d
danshen,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-931/danshen,d
date palm,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-423/date-palm,d
datura wrightii,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1491/datura-wrightii,d
deanol,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-524/deanol,d
deer velvet,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-808/deer-velvet,d
delta-8-tetrahydrocannabinol (delta-8-thc),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1653/delta-8-tetrahydrocannabinol-delta-8-thc,d
delta-9-tetrahydrocannabinol (thc),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1690/delta-9-tetrahydrocannabinol-thc,d
dendrobium,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1263/dendrobium,d
desert parsley,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1275/desert-parsley,d
devil's claw,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-984/devils-claw,d
devil's club,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-732/devils-club,d
dhea,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-331/dhea,d
diacylglycerol,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1069/diacylglycerol,d
diatomaceous earth,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1531/diatomaceous-earth,d
diindolylmethane,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1049/diindolylmethane,d
diiodothyronine,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1136/diiodothyronine,d
dill,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-463/dill,d
dimethylglycine (dmg),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-859/dimethylglycine-dmg,d
dimethylhexylamine (dmha),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1538/dimethylhexylamine-dmha,d
dimethylsulfoxide (dmso),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-874/dimethylsulfoxide-dmso,d
diosmin,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1030/diosmin,d
divi-divi,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-425/divi-divi,d
docosahexaenoic acid (dha),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-864/docosahexaenoic-acid-dha,d
dodder,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-17/dodder,d
dolomite,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-29/dolomite,d
dong quai,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-936/dong-quai,d
douglas fir,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-494/douglas-fir,d
dragon fruit,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1580/dragon-fruit,d
dragon's blood,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-30/dragons-blood,d
duckweed,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-426/duckweed,d
dulse,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1628/dulse,d
durabolin - [fast facts],https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1632/durabolin-%5bfast-facts%5d,d
durian,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1458/durian,d
dusty miller,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-322/dusty-miller,d
dwarf elder,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-427/dwarf-elder,d
dwarf pine needle,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-428/dwarf-pine-needle,d
dyer's broom,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-16/dyers-broom,d
dymethazine,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1627/dymethazine,d
eastern hemlock,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-521/eastern-hemlock,e
eastern red cedar,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1118/eastern-red-cedar,e
ecdysteroids,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1075/ecdysteroids,e
echinacea,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-981/echinacea,e
ecklonia cava,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1248/ecklonia-cava,e
eicosapentaenoic acid (epa),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-994/eicosapentaenoic-acid-epa,e
elderberry,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-434/elderberry,e
elderflower,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-708/elderflower,e
elecampane,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-2/elecampane,e
elemi,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-430/elemi,e
eleuthero,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-985/eleuthero,e
ellagic acid,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1074/ellagic-acid,e
elm bark,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-3/elm-bark,e
emu oil,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-825/emu-oil,e
english adder's tongue,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-640/english-adders-tongue,e
english horsemint,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-641/english-horsemint,e
english ivy,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-465/english-ivy,e
english walnut,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-127/english-walnut,e
ephedra,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-847/ephedra,e
epiandrosterone,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1633/epiandrosterone,e
epistane,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1634/epistane,e
equol,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1269/equol,e
ergot,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-431/ergot,e
ergothioneine,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1183/ergothioneine,e
eryngo,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-6/eryngo,e
eucalyptus,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-700/eucalyptus,e
euphorbia cyparissias,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-422/euphorbia-cyparissias,e
euphorbia hirta,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-636/euphorbia-hirta,e
european barberry,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-433/european-barberry,e
european buckthorn,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-772/european-buckthorn,e
european chestnut,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-520/european-chestnut,e
european five-finger grass,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-132/european-five-finger-grass,e
european mandrake,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1021/european-mandrake,e
european mistletoe,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-917/european-mistletoe,e
european silver fir,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-323/european-silver-fir,e
eurycoma longifolia,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1132/eurycoma-longifolia,e
evening primrose oil,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1006/evening-primrose-oil,e
evodia,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1159/evodia,e
eyebright,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-109/eyebright,e
fadogia agrestis,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1162/fadogia-agrestis,f
false unicorn,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-193/false-unicorn,f
fennel,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-311/fennel,f
fenugreek,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-733/fenugreek,f
fermented milk,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1481/fermented-milk,f
fermented wheat germ extract,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1500/fermented-wheat-germ-extract,f
fever bark,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-443/fever-bark,f
feverfew,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-933/feverfew,f
ficin,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-141/ficin,f
field scabious,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-444/field-scabious,f
fig,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-445/fig,f
figwort,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-446/figwort,f
fireweed,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-429/fireweed,f
fish oil,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-993/fish-oil,f
flaxseed,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-991/flaxseed,f
flaxseed oil,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-990/flaxseed-oil,f
fluoride,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1068/fluoride,f
fly agaric mushroom,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-190/fly-agaric-mushroom,f
fo-ti,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-768/fo-ti,f
folic acid,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1017/folic-acid,f
fool's parsley,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-447/fools-parsley,f
forget-me-not,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-497/forget-me-not,f
forsythia,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1103/forsythia,f
foxglove,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-287/foxglove,f
frankincense,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-448/frankincense,f
fringetree,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-449/fringetree,f
frostwort,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-208/frostwort,f
fructo-oligosaccharides (fos),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-450/fructo-oligosaccharides-fos,f
fulvic acid,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1320/fulvic-acid,f
fumitory,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-451/fumitory,f
galacto-oligosaccharides (gos),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1462/galacto-oligosaccharides-gos,g
galbanum,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-665/galbanum,g
galphimia glauca,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-1511/galphimia-glauca,g
gamboge,https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-666/gamboge,g
gamma butyrolactone (gbl),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-820/gamma-butyrolactone-gbl,g
gamma-aminobutyric acid (gaba),https://www.webmd.comhttps://www.webmd.com/vitamins/ai/ingredientmono-464/gamma-aminobutyric-acid-gaba,g
